0,0,0.050428
0,0.01,0.0528991
0,0.02,0.058176
0,0.03,0.0659207
0,0.04,0.0750576
0,0.05,0.0841597
0,0.06,0.0918328
0,0.07,0.0970822
0,0.08,0.0996565
0,0.09,0.0494712
0,0.1,0.050374
0,0.11,0.0555038
0,0.12,0.0647005
0,0.13,0.0756318
0,0.14,0.0856113
0,0.15,0.0926274
0,0.16,0.0957668
0,0.17,0.0952188
0,0.18,0.0920456
0,0.19,0.051011
0,0.2,0.0513816
0,0.21,0.0537864
0,0.22,0.0588566
0,0.23,0.0659278
0,0.24,0.0735761
0,0.25,0.0801886
0,0.26,0.0844412
0,0.27,0.0856204
0,0.28,0.0837891
0,0.29,0.0798398
0,0.3,0.013549
0,0.31,0.027617
0,0.32,0.0454623
0,0.33,0.0632765
0,0.34,0.0778286
0,0.35,0.0874484
0,0.36,0.0920057
0,0.37,0.0924196
0,0.38,0.0901125
0,0.39,0.0866997
0,0.4,0.0619371
0,0.41,0.0642988
0,0.42,0.0657075
0,0.43,0.0660849
0,0.44,0.0658063
0,0.45,0.0655921
0,0.46,0.066245
0,0.47,0.0683809
0,0.48,0.0722723
0,0.49,0.0779047
0,0.5,0.0706144
0,0.51,0.0713531
0,0.52,0.0725859
0,0.53,0.0735946
0,0.54,0.0734689
0,0.55,0.071444
0,0.56,0.0671274
0,0.57,0.0605805
0,0.58,0.0522329
0,0.59,0.0426247
0,0.6,0.0908291
0,0.61,0.096058
0,0.62,0.10086
0,0.63,0.105329
0,0.64,0.109566
0,0.65,0.113585
0,0.66,0.117262
0,0.67,0.120413
0,0.68,0.122971
0,0.69,0.125194
0,0.7,0.0835941
0,0.71,0.0860255
0,0.72,0.0890687
0,0.73,0.0929453
0,0.74,0.0978021
0,0.75,0.103635
0,0.76,0.110252
0,0.77,0.117336
0,0.78,0.12461
0,0.79,0.13207
0,0.8,-0.0628961
0,0.81,-0.0149946
0,0.82,0.0255226
0,0.83,0.0557586
0,0.839999,0.0748573
0,0.849999,0.0845248
0,0.859999,0.0880008
0,0.869999,0.0886579
0,0.879999,0.0889285
0,0.889999,0.0898874
0,0.899999,0.104466
0,0.909999,0.101562
0,0.919999,0.0973513
0,0.929999,0.0923496
0,0.939999,0.0868881
0,0.949999,0.0810846
0,0.959999,0.0748555
0,0.969999,0.0679497
0,0.979999,0.0599887
0,0.989999,0.149503
0,0.999999,0.144615
0.01,0,0.0528754
0.01,0.01,0.0581541
0.01,0.02,0.0659227
0.01,0.03,0.0751024
0.01,0.04,0.0842422
0.01,0.05,0.0919104
0.01,0.06,0.097069
0.01,0.07,0.0994266
0.01,0.08,0.0500362
0.01,0.09,0.0504297
